#File	results/reads/umis/168_MSI_R1.fastq.gz
#Total	10220479
#Matched	8325976	81.46366%
#Name	Reads	ReadsPct
QuantSeq FWD R1	5180771	50.69010%
RNA_Adapter_(RA3)_part_#_15013207	405464	3.96717%
Reverse_adapter	223866	2.19037%
I5_Nextera_Transposase_1	204897	2.00477%
RNA_Adapter_(RA5)_part_#_15013205	192723	1.88566%
Stop_Oligo_(STP)_8	183384	1.79428%
TruSeq_Universal_Adapter	182748	1.78806%
Nextera_LMP_Read2_External_Adapter	162970	1.59454%
QuantSeq r1adapter	161905	1.58412%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	144310	1.41197%
I7_Nextera_Transposase_1	137681	1.34711%
PhiX_read1_adapter	126266	1.23542%
Illumina 3p RNA Adapter	125637	1.22927%
I5_Adapter_Nextera	120384	1.17787%
Bisulfite_R2	102553	1.00341%
I5_Nextera_Transposase_2	88479	0.86570%
RNA_PCR_Primer_(RP1)_part_#_15013198	62082	0.60743%
I7_Nextera_Transposase_2	54769	0.53588%
TruSeq_Adapter_Index_1_6	45459	0.44478%
I7_Adapter_Nextera_No_Barcode	40859	0.39978%
Illumina Small RNA v1.5 3p Adapter	34675	0.33927%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	32887	0.32178%
pcr_dimer	20375	0.19935%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	18116	0.17725%
PCR_Primers	15636	0.15299%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	13329	0.13041%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	12816	0.12540%
PhiX_read2_adapter	12148	0.11886%
TruSeq_Adapter_Index_27	8438	0.08256%
RNA_PCR_Primer_Index_35_(RPI35)	7848	0.07679%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	7627	0.07462%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	7582	0.07418%
RNA_PCR_Primer_Index_43_(RPI43)	7451	0.07290%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	6383	0.06245%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	6089	0.05958%
TruSeq_Adapter_Index_15	5511	0.05392%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	4968	0.04861%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	4941	0.04834%
RNA_PCR_Primer_Index_13_(RPI13)	4740	0.04638%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	4398	0.04303%
TruSeq_Adapter_Index_8	4238	0.04147%
TruSeq_Adapter_Index_5	4085	0.03997%
RNA_PCR_Primer_Index_44_(RPI44)	3919	0.03834%
RNA_PCR_Primer_Index_45_(RPI45)	3888	0.03804%
