#File	results/reads/umis/182_MSI_R1.fastq.gz
#Total	13004327
#Matched	10009224	76.96841%
#Name	Reads	ReadsPct
QuantSeq FWD R1	5276996	40.57877%
RNA_Adapter_(RA3)_part_#_15013207	608592	4.67992%
Reverse_adapter	370748	2.85096%
RNA_Adapter_(RA5)_part_#_15013205	322996	2.48376%
QuantSeq r1adapter	317666	2.44277%
TruSeq_Universal_Adapter	300048	2.30729%
I5_Nextera_Transposase_1	289232	2.22412%
Stop_Oligo_(STP)_8	269235	2.07035%
Nextera_LMP_Read2_External_Adapter	248792	1.91315%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	205117	1.57730%
I7_Nextera_Transposase_1	197896	1.52177%
I5_Adapter_Nextera	188080	1.44629%
PhiX_read1_adapter	183991	1.41484%
Illumina 3p RNA Adapter	172767	1.32853%
Bisulfite_R2	145918	1.12207%
I5_Nextera_Transposase_2	113342	0.87157%
RNA_PCR_Primer_(RP1)_part_#_15013198	87536	0.67313%
I7_Nextera_Transposase_2	76656	0.58947%
TruSeq_Adapter_Index_1_6	70014	0.53839%
I7_Adapter_Nextera_No_Barcode	64877	0.49889%
Illumina Small RNA v1.5 3p Adapter	55177	0.42430%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	44678	0.34356%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	19819	0.15240%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	19657	0.15116%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	18559	0.14271%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	17679	0.13595%
PhiX_read2_adapter	15217	0.11701%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	14780	0.11365%
pcr_dimer	14728	0.11325%
PCR_Primers	14464	0.11122%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	11267	0.08664%
TruSeq_Adapter_Index_27	9737	0.07488%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	8840	0.06798%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	8770	0.06744%
RNA_PCR_Primer_Index_43_(RPI43)	8316	0.06395%
RNA_PCR_Primer_Index_35_(RPI35)	7608	0.05850%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	7355	0.05656%
TruSeq_Adapter_Index_15	6591	0.05068%
RNA_PCR_Primer_Index_36_(RPI36)	6480	0.04983%
RNA_PCR_Primer_Index_45_(RPI45)	6260	0.04814%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	5782	0.04446%
TruSeq_Adapter_Index_8	5628	0.04328%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	5566	0.04280%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	4600	0.03537%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	4496	0.03457%
TruSeq_Adapter_Index_25	4305	0.03310%
RNA_PCR_Primer_Index_28_(RPI28)	4123	0.03170%
TruSeq_Adapter_Index_5	4103	0.03155%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	4051	0.03115%
TruSeq_Adapter_Index_13	4049	0.03114%
RNA_PCR_Primer_Index_13_(RPI13)	4038	0.03105%
RNA_PCR_Primer_Index_34_(RPI34)	3839	0.02952%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	3824	0.02941%
RNA_PCR_Primer_Index_44_(RPI44)	3821	0.02938%
TruSeq_Adapter_Index_19	3499	0.02691%
RNA_PCR_Primer_Index_40_(RPI40)	3462	0.02662%
RNA_PCR_Primer_Index_14_(RPI14)	3430	0.02638%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	3370	0.02591%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	3263	0.02509%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	3169	0.02437%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	3148	0.02421%
TruSeq_Adapter_Index_20	3055	0.02349%
TruSeq_Adapter_Index_6	3005	0.02311%
TruSeq_Adapter_Index_12	3004	0.02310%
TruSeq_Adapter_Index_4	3000	0.02307%
TruSeq_Adapter_Index_3	2906	0.02235%
RNA_PCR_Primer_Index_32_(RPI32)	2825	0.02172%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	2746	0.02112%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	2697	0.02074%
RNA_PCR_Primer_Index_27_(RPI27)	2647	0.02035%
TruSeq_Adapter_Index_7	2605	0.02003%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	2463	0.01894%
TruSeq_Adapter_Index_16	2390	0.01838%
RNA_PCR_Primer_Index_26_(RPI26)	2369	0.01822%
RNA_PCR_Primer_Index_33_(RPI33)	2343	0.01802%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	2311	0.01777%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	2007	0.01543%
TruSeq_Adapter_Index_9	1936	0.01489%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	1930	0.01484%
RNA_PCR_Primer_Index_29_(RPI29)	1894	0.01456%
TruSeq_Adapter_Index_10	1894	0.01456%
TruSeq_Adapter_Index_11	1851	0.01423%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	1837	0.01413%
RNA_PCR_Primer_Index_15_(RPI15)	1827	0.01405%
RNA_PCR_Primer_Index_19_(RPI19)	1733	0.01333%
RNA_PCR_Primer_Index_39_(RPI39)	1709	0.01314%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	1663	0.01279%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	1595	0.01227%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	1550	0.01192%
RNA_PCR_Primer_Index_46_(RPI46)	1549	0.01191%
TruSeq_Adapter_Index_2	1511	0.01162%
RNA_PCR_Primer_Index_38_(RPI38)	1485	0.01142%
RNA_PCR_Primer_Index_47_(RPI47)	1365	0.01050%
RNA_PCR_Primer_Index_16_(RPI16)	1361	0.01047%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1360	0.01046%
TruSeq_Adapter_Index_14	1306	0.01004%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1258	0.00967%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	1213	0.00933%
RNA_PCR_Primer_Index_30_(RPI30)	1190	0.00915%
RNA_PCR_Primer_Index_48_(RPI48)	1154	0.00887%
RNA_PCR_Primer_Index_25_(RPI25)	1111	0.00854%
RNA_PCR_Primer_Index_37_(RPI37)	1035	0.00796%
TruSeq_Adapter_Index_18_7	1024	0.00787%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1012	0.00778%
TruSeq_Adapter_Index_21	952	0.00732%
TruSeq_Adapter_Index_23	883	0.00679%
RNA_PCR_Primer_Index_17_(RPI17)	823	0.00633%
RNA_PCR_Primer_Index_20_(RPI20)	811	0.00624%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	770	0.00592%
RNA_PCR_Primer_Index_24_(RPI24)	770	0.00592%
RNA_PCR_Primer_Index_42_(RPI42)	709	0.00545%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	674	0.00518%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	666	0.00512%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	664	0.00511%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	647	0.00498%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	641	0.00493%
RNA_PCR_Primer_Index_31_(RPI31)	638	0.00491%
RNA_PCR_Primer_Index_21_(RPI21)	631	0.00485%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	602	0.00463%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	551	0.00424%
TruSeq_Adapter_Index_22	466	0.00358%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	443	0.00341%
RNA_PCR_Primer_Index_23_(RPI23)	422	0.00325%
RNA_PCR_Primer_Index_18_(RPI18)	372	0.00286%
Bisulfite_R1	364	0.00280%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	350	0.00269%
RNA_PCR_Primer_Index_22_(RPI22)	262	0.00201%
RNA_RT_Primer_(RTP)_part_#_15013981	173	0.00133%
RNA_PCR_Primer_Index_41_(RPI41)	167	0.00128%
