#File	results/reads/umis/171_MSI_R1.fastq.gz
#Total	13239622
#Matched	11627924	87.82671%
#Name	Reads	ReadsPct
QuantSeq FWD R1	8920056	67.37395%
RNA_Adapter_(RA3)_part_#_15013207	383929	2.89985%
Reverse_adapter	224940	1.69899%
RNA_Adapter_(RA5)_part_#_15013205	179021	1.35216%
QuantSeq r1adapter	171577	1.29594%
I5_Nextera_Transposase_1	163265	1.23315%
TruSeq_Universal_Adapter	136401	1.03025%
Stop_Oligo_(STP)_8	136315	1.02960%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	128948	0.97396%
I7_Nextera_Transposase_1	127833	0.96553%
Nextera_LMP_Read2_External_Adapter	123941	0.93614%
I5_Adapter_Nextera	113808	0.85960%
PhiX_read1_adapter	93210	0.70402%
Bisulfite_R2	83236	0.62869%
I5_Nextera_Transposase_2	81503	0.61560%
Illumina 3p RNA Adapter	71025	0.53646%
RNA_PCR_Primer_(RP1)_part_#_15013198	56855	0.42943%
I7_Nextera_Transposase_2	46296	0.34968%
TruSeq_Adapter_Index_1_6	45287	0.34206%
pcr_dimer	41198	0.31117%
PCR_Primers	32570	0.24600%
I7_Adapter_Nextera_No_Barcode	31823	0.24036%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	28088	0.21215%
Illumina Small RNA v1.5 3p Adapter	25494	0.19256%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	14275	0.10782%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	12028	0.09085%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	10999	0.08308%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	9179	0.06933%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	9032	0.06822%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	7259	0.05483%
PhiX_read2_adapter	5865	0.04430%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	5299	0.04002%
RNA_PCR_Primer_Index_43_(RPI43)	4060	0.03067%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	3905	0.02949%
RNA_PCR_Primer_Index_36_(RPI36)	3701	0.02795%
RNA_PCR_Primer_Index_35_(RPI35)	3371	0.02546%
TruSeq_Adapter_Index_27	3203	0.02419%
RNA_PCR_Primer_Index_45_(RPI45)	2903	0.02193%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	2895	0.02187%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	2636	0.01991%
TruSeq_Adapter_Index_19	2628	0.01985%
TruSeq_Adapter_Index_8	2499	0.01888%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	2467	0.01863%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	2425	0.01832%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	2399	0.01812%
TruSeq_Adapter_Index_15	2220	0.01677%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	2137	0.01614%
TruSeq_Adapter_Index_5	2112	0.01595%
TruSeq_Adapter_Index_16	1950	0.01473%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	1665	0.01258%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	1604	0.01212%
TruSeq_Adapter_Index_13	1580	0.01193%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	1566	0.01183%
RNA_PCR_Primer_Index_28_(RPI28)	1514	0.01144%
TruSeq_Adapter_Index_25	1498	0.01131%
TruSeq_Adapter_Index_9	1460	0.01103%
TruSeq_Adapter_Index_6	1444	0.01091%
TruSeq_Adapter_Index_20	1439	0.01087%
RNA_PCR_Primer_Index_34_(RPI34)	1405	0.01061%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	1345	0.01016%
RNA_PCR_Primer_Index_14_(RPI14)	1343	0.01014%
RNA_PCR_Primer_Index_44_(RPI44)	1341	0.01013%
RNA_PCR_Primer_Index_40_(RPI40)	1275	0.00963%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	1264	0.00955%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	1177	0.00889%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	1176	0.00888%
RNA_PCR_Primer_Index_13_(RPI13)	1174	0.00887%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	1171	0.00884%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	1072	0.00810%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	1055	0.00797%
TruSeq_Adapter_Index_12	1046	0.00790%
TruSeq_Adapter_Index_3	984	0.00743%
TruSeq_Adapter_Index_4	976	0.00737%
RNA_PCR_Primer_Index_32_(RPI32)	934	0.00705%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	912	0.00689%
RNA_PCR_Primer_Index_33_(RPI33)	907	0.00685%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	854	0.00645%
TruSeq_Adapter_Index_11	834	0.00630%
RNA_PCR_Primer_Index_19_(RPI19)	826	0.00624%
RNA_PCR_Primer_Index_29_(RPI29)	825	0.00623%
TruSeq_Adapter_Index_7	825	0.00623%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	820	0.00619%
RNA_PCR_Primer_Index_46_(RPI46)	792	0.00598%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	791	0.00597%
TruSeq_Adapter_Index_10	742	0.00560%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	718	0.00542%
RNA_PCR_Primer_Index_27_(RPI27)	711	0.00537%
RNA_PCR_Primer_Index_47_(RPI47)	706	0.00533%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	658	0.00497%
RNA_PCR_Primer_Index_39_(RPI39)	643	0.00486%
RNA_PCR_Primer_Index_26_(RPI26)	638	0.00482%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	622	0.00470%
RNA_PCR_Primer_Index_30_(RPI30)	617	0.00466%
TruSeq_Adapter_Index_21	561	0.00424%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	558	0.00421%
RNA_PCR_Primer_Index_15_(RPI15)	554	0.00418%
RNA_PCR_Primer_Index_17_(RPI17)	549	0.00415%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	542	0.00409%
TruSeq_Adapter_Index_2	526	0.00397%
RNA_PCR_Primer_Index_16_(RPI16)	522	0.00394%
RNA_PCR_Primer_Index_48_(RPI48)	518	0.00391%
RNA_PCR_Primer_Index_38_(RPI38)	511	0.00386%
RNA_PCR_Primer_Index_37_(RPI37)	495	0.00374%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	485	0.00366%
TruSeq_Adapter_Index_18_7	478	0.00361%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	448	0.00338%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	437	0.00330%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	433	0.00327%
TruSeq_Adapter_Index_14	399	0.00301%
RNA_PCR_Primer_Index_24_(RPI24)	391	0.00295%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	339	0.00256%
RNA_PCR_Primer_Index_25_(RPI25)	332	0.00251%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	324	0.00245%
RNA_PCR_Primer_Index_21_(RPI21)	322	0.00243%
TruSeq_Adapter_Index_23	315	0.00238%
RNA_PCR_Primer_Index_42_(RPI42)	272	0.00205%
Bisulfite_R1	264	0.00199%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	257	0.00194%
RNA_PCR_Primer_Index_31_(RPI31)	255	0.00193%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	251	0.00190%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	251	0.00190%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	247	0.00187%
RNA_PCR_Primer_Index_20_(RPI20)	226	0.00171%
RNA_PCR_Primer_Index_23_(RPI23)	200	0.00151%
RNA_PCR_Primer_Index_18_(RPI18)	157	0.00119%
TruSeq_Adapter_Index_22	138	0.00104%
RNA_PCR_Primer_Index_41_(RPI41)	130	0.00098%
RNA_PCR_Primer_Index_22_(RPI22)	119	0.00090%
RNA_RT_Primer_(RTP)_part_#_15013981	103	0.00078%
