fastq	md5	md5_fq_check
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-104_MSI/bgc-104_MSI_S55_L001_R1_001.fastq.gz	E90938EA49AB5D6C829B3E6CBEEA6720	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-104_MSI/bgc-104_MSI_S55_L002_R1_001.fastq.gz	B5C6E1BA8611C9BC3655925C76159512	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-104_MSI/bgc-104_MSI_S55_L003_R1_001.fastq.gz	2BEDBE39AE7E888A985506C7552EDB32	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-104_MSI/bgc-104_MSI_S55_L004_R1_001.fastq.gz	8FFEF32599F6EC77C2570D2B9D88F9E1	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-112_MSI/bgc-112_MSI_S56_L001_R1_001.fastq.gz	ED672A7A36024293E53E8CF7EF967535	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-112_MSI/bgc-112_MSI_S56_L002_R1_001.fastq.gz	C2A95DE4BAE83C77DAB2C61D03A91A07	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-112_MSI/bgc-112_MSI_S56_L003_R1_001.fastq.gz	BF714388B11D42A343F23AF20135F97B	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-112_MSI/bgc-112_MSI_S56_L004_R1_001.fastq.gz	2E0F754AE6667DCC1BC9C6917D460BAC	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-162_MSI/bgc-162_MSI_S57_L001_R1_001.fastq.gz	AE7E6B48B2BEC4976FC058C8D3E391AA	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-162_MSI/bgc-162_MSI_S57_L002_R1_001.fastq.gz	C33954DD73F96FC6016D1AA47D645E83	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-162_MSI/bgc-162_MSI_S57_L003_R1_001.fastq.gz	5C2DA22B69E52FA83AD848269E223FDB	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-162_MSI/bgc-162_MSI_S57_L004_R1_001.fastq.gz	96A10AD78DB1DE79E324293506BB448C	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-164_MSI/bgc-164_MSI_S53_L001_R1_001.fastq.gz	52A41AAD4B85DFE594F0F6A11C91B744	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-164_MSI/bgc-164_MSI_S53_L002_R1_001.fastq.gz	953771DE85CD05969BD01DCCBCA09AE9	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-164_MSI/bgc-164_MSI_S53_L003_R1_001.fastq.gz	81979FAB2F162710C6BB5E6300386900	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-164_MSI/bgc-164_MSI_S53_L004_R1_001.fastq.gz	F84D36CF875298031735ED7FD369CF10	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-167_MSI/bgc-167_MSI_S54_L001_R1_001.fastq.gz	E0A29A7B997CD66EEC9DC2108F1FF2B1	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-167_MSI/bgc-167_MSI_S54_L002_R1_001.fastq.gz	37C9DA4D5A8A2DB5D238ED7F274F7A10	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-167_MSI/bgc-167_MSI_S54_L003_R1_001.fastq.gz	AE55657F508AFB82271E5F93A340AF82	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-167_MSI/bgc-167_MSI_S54_L004_R1_001.fastq.gz	689F6D52AF429847909266187A949617	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-195_MSI/bgc-195_MSI_S52_L001_R1_001.fastq.gz	07FAE14057FE1D872BC11995D1A52913	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-195_MSI/bgc-195_MSI_S52_L002_R1_001.fastq.gz	4F75DCAD20CE14E12655A109D8AA3A2B	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-195_MSI/bgc-195_MSI_S52_L003_R1_001.fastq.gz	1EA97B696868A333E5E7D36FCBC66FB5	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-195_MSI/bgc-195_MSI_S52_L004_R1_001.fastq.gz	B98B907F88D6B71E6A18EC1B398A8171	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-56_MSI/bgc-56_MSI_S51_L001_R1_001.fastq.gz	BB218CB0ACED1B37E9A1F059B0C4184A	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-56_MSI/bgc-56_MSI_S51_L002_R1_001.fastq.gz	8983C182379EE4487D46A329F30C7BDF	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-56_MSI/bgc-56_MSI_S51_L003_R1_001.fastq.gz	676766E4E8E4C4E996CF483B117280C5	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-56_MSI/bgc-56_MSI_S51_L004_R1_001.fastq.gz	B91137D3878FC952B7CF9BA1E1E0FD33	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-116_MSI/bgc-116_MSI_S27_L001_R1_001.fastq.gz	08FCB43D437731E1776BCD62A2A483B2	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-116_MSI/bgc-116_MSI_S27_L002_R1_001.fastq.gz	CD59913EE76990D03BA70DF9E174F3D9	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-116_MSI/bgc-116_MSI_S27_L003_R1_001.fastq.gz	0FB1BBECB8F765AB7DF872FB667D8EE3	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-116_MSI/bgc-116_MSI_S27_L004_R1_001.fastq.gz	314FB0914182C7A92A0D5B90F3BB4C8F	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-150_MSI/bgc-150_MSI_S26_L001_R1_001.fastq.gz	AA8715562EEDBC80B84EE858CA0A3D9B	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-150_MSI/bgc-150_MSI_S26_L002_R1_001.fastq.gz	6FD170D4CDE74CFE65DA93D1B0FE3550	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-150_MSI/bgc-150_MSI_S26_L003_R1_001.fastq.gz	88212933793A63DD78C6927A40C9DEFB	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-150_MSI/bgc-150_MSI_S26_L004_R1_001.fastq.gz	FBE6E182B3353D951B801D741A3CFD66	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-168_MSI/bgc-168_MSI_S25_L001_R1_001.fastq.gz	D208D39A56702DEFFA8297EC65B3C280	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-168_MSI/bgc-168_MSI_S25_L002_R1_001.fastq.gz	DCF8F3CB6B237A339FE339005021AB99	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-168_MSI/bgc-168_MSI_S25_L003_R1_001.fastq.gz	CA05358FE9564B73762E007DE9973EE7	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-168_MSI/bgc-168_MSI_S25_L004_R1_001.fastq.gz	34CD40A94FF79198E39226B1263112D2	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-175_MSI/bgc-175_MSI_S28_L001_R1_001.fastq.gz	E581CF419EB74F0E2B45A2F10E928375	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-175_MSI/bgc-175_MSI_S28_L002_R1_001.fastq.gz	8FD889C126FE669C8F0BB21C47234FF9	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-175_MSI/bgc-175_MSI_S28_L003_R1_001.fastq.gz	28828373CB8CE41A0A0EABA203A56F7A	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-175_MSI/bgc-175_MSI_S28_L004_R1_001.fastq.gz	B5BCD515921B687E8F4B0973389539BA	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-183_MSI/bgc-183_MSI_S29_L001_R1_001.fastq.gz	A3356C607F173CA923B165CD9A754EA1	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-183_MSI/bgc-183_MSI_S29_L002_R1_001.fastq.gz	894C313802A736AF2E4D455EACF5B580	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-183_MSI/bgc-183_MSI_S29_L003_R1_001.fastq.gz	39EF9F93B69792688238B2198E201FE2	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-183_MSI/bgc-183_MSI_S29_L004_R1_001.fastq.gz	BF76518B9B91B026AC50BA378399CFB6	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-184_MSI/bgc-184_MSI_S31_L001_R1_001.fastq.gz	CDF1C2159F77DC2FD1A7240A8AD5010E	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-184_MSI/bgc-184_MSI_S31_L002_R1_001.fastq.gz	3774AB289317D31D964B2A61061ECEFC	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-184_MSI/bgc-184_MSI_S31_L003_R1_001.fastq.gz	CB4E4D2DC4C744A8F2A165656A1B9CB7	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-184_MSI/bgc-184_MSI_S31_L004_R1_001.fastq.gz	23122ACE709AA6F21B13DB2BBDD9E6F4	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-187_MSI/bgc-187_MSI_S30_L001_R1_001.fastq.gz	8E9CA20199B402E59A6207ABD4CC0ECC	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-187_MSI/bgc-187_MSI_S30_L002_R1_001.fastq.gz	A977FB0E272E122C44CC10498A1AD673	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-187_MSI/bgc-187_MSI_S30_L003_R1_001.fastq.gz	E1FE3EFB5C5DFD0968820FAB3E66373A	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-187_MSI/bgc-187_MSI_S30_L004_R1_001.fastq.gz	CD44121970D20712E9A00A2D22BBB468	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-226_MSI/bgc-226_MSI_S32_L001_R1_001.fastq.gz	FA7E83F2F4C80087DD6A8E37DA1FB776	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-226_MSI/bgc-226_MSI_S32_L002_R1_001.fastq.gz	85EDE5C81911500A0DE3F265095BBAC2	Passed
