#File	results/reads/umis/56_MSI_R1.fastq.gz
#Total	11884098
#Matched	9309136	78.33271%
#Name	Reads	ReadsPct
QuantSeq FWD R1	5114495	43.03646%
RNA_Adapter_(RA3)_part_#_15013207	458158	3.85522%
TruSeq_Universal_Adapter	310672	2.61418%
I5_Nextera_Transposase_1	282668	2.37854%
Stop_Oligo_(STP)_8	259345	2.18229%
RNA_Adapter_(RA5)_part_#_15013205	258780	2.17753%
QuantSeq r1adapter	246979	2.07823%
Nextera_LMP_Read2_External_Adapter	243764	2.05118%
Reverse_adapter	242335	2.03915%
PhiX_read1_adapter	203694	1.71400%
Illumina 3p RNA Adapter	201462	1.69522%
I5_Adapter_Nextera	189307	1.59294%
I7_Nextera_Transposase_1	146892	1.23604%
Bisulfite_R2	146760	1.23493%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	115475	0.97168%
I5_Nextera_Transposase_2	94415	0.79447%
RNA_PCR_Primer_(RP1)_part_#_15013198	86570	0.72845%
I7_Nextera_Transposase_2	84979	0.71506%
Illumina Small RNA v1.5 3p Adapter	52713	0.44356%
TruSeq_Adapter_Index_1_6	52250	0.43966%
I7_Adapter_Nextera_No_Barcode	52013	0.43767%
PhiX_read2_adapter	27955	0.23523%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	26549	0.22340%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	21599	0.18175%
pcr_dimer	18894	0.15899%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	16708	0.14059%
PCR_Primers	15059	0.12672%
TruSeq_Adapter_Index_27	12644	0.10639%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	12345	0.10388%
RNA_PCR_Primer_Index_35_(RPI35)	11788	0.09919%
TruSeq_Adapter_Index_15	10465	0.08806%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	8689	0.07311%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	8560	0.07203%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	8451	0.07111%
RNA_PCR_Primer_Index_43_(RPI43)	8296	0.06981%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	7875	0.06627%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	7870	0.06622%
RNA_PCR_Primer_Index_13_(RPI13)	7737	0.06510%
TruSeq_Adapter_Index_5	7357	0.06191%
RNA_PCR_Primer_Index_44_(RPI44)	7162	0.06027%
TruSeq_Adapter_Index_25	7064	0.05944%
RNA_PCR_Primer_Index_45_(RPI45)	7016	0.05904%
RNA_PCR_Primer_Index_34_(RPI34)	5989	0.05040%
TruSeq_Adapter_Index_8	5940	0.04998%
RNA_PCR_Primer_Index_36_(RPI36)	5763	0.04849%
TruSeq_Adapter_Index_13	5759	0.04846%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	5224	0.04396%
