#File	results/reads/umis/121_MSI_R1.fastq.gz
#Total	14740958
#Matched	13373622	90.72424%
#Name	Reads	ReadsPct
QuantSeq FWD R1	10741573	72.86889%
RNA_Adapter_(RA3)_part_#_15013207	277025	1.87929%
I5_Nextera_Transposase_1	208633	1.41533%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	181927	1.23416%
Nextera_LMP_Read2_External_Adapter	178636	1.21183%
Reverse_adapter	169640	1.15081%
RNA_Adapter_(RA5)_part_#_15013205	134238	0.91065%
I7_Nextera_Transposase_1	124648	0.84559%
QuantSeq r1adapter	120074	0.81456%
Stop_Oligo_(STP)_8	117540	0.79737%
PhiX_read1_adapter	108857	0.73847%
TruSeq_Universal_Adapter	104305	0.70759%
Bisulfite_R2	96345	0.65359%
pcr_dimer	78810	0.53463%
Illumina 3p RNA Adapter	73004	0.49525%
I5_Nextera_Transposase_2	72968	0.49500%
I5_Adapter_Nextera	62344	0.42293%
PCR_Primers	58154	0.39451%
TruSeq_Adapter_Index_1_6	54587	0.37031%
I7_Adapter_Nextera_No_Barcode	50518	0.34270%
RNA_PCR_Primer_(RP1)_part_#_15013198	43415	0.29452%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	38031	0.25800%
I7_Nextera_Transposase_2	30713	0.20835%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	26422	0.17924%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	22017	0.14936%
Illumina Small RNA v1.5 3p Adapter	19639	0.13323%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	12211	0.08284%
RNA_PCR_Primer_Index_43_(RPI43)	8839	0.05996%
PhiX_read2_adapter	7475	0.05071%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	7057	0.04787%
TruSeq_Adapter_Index_19	6555	0.04447%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	6287	0.04265%
RNA_PCR_Primer_Index_35_(RPI35)	5672	0.03848%
RNA_PCR_Primer_Index_45_(RPI45)	5587	0.03790%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	4992	0.03386%
TruSeq_Adapter_Index_8	4850	0.03290%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	4779	0.03242%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	4082	0.02769%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	4023	0.02729%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	3839	0.02604%
TruSeq_Adapter_Index_27	3835	0.02602%
TruSeq_Adapter_Index_20	3358	0.02278%
RNA_PCR_Primer_Index_36_(RPI36)	3162	0.02145%
