#File	results/reads/umis/218_MSI_R1.fastq.gz
#Total	15479813
#Matched	12879942	83.20476%
#Name	Reads	ReadsPct
QuantSeq FWD R1	8420260	54.39510%
RNA_Adapter_(RA3)_part_#_15013207	498936	3.22314%
TruSeq_Universal_Adapter	305132	1.97116%
I5_Nextera_Transposase_1	297237	1.92016%
RNA_Adapter_(RA5)_part_#_15013205	275521	1.77987%
Reverse_adapter	266780	1.72341%
Stop_Oligo_(STP)_8	264283	1.70728%
QuantSeq r1adapter	260062	1.68001%
Nextera_LMP_Read2_External_Adapter	250752	1.61986%
PhiX_read1_adapter	225432	1.45630%
Illumina 3p RNA Adapter	196356	1.26846%
I5_Adapter_Nextera	185309	1.19710%
I7_Nextera_Transposase_1	171729	1.10937%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	149566	0.96620%
Bisulfite_R2	146319	0.94522%
I5_Nextera_Transposase_2	88073	0.56895%
I7_Nextera_Transposase_2	79981	0.51668%
RNA_PCR_Primer_(RP1)_part_#_15013198	79314	0.51237%
I7_Adapter_Nextera_No_Barcode	64367	0.41581%
TruSeq_Adapter_Index_1_6	60445	0.39048%
Illumina Small RNA v1.5 3p Adapter	51266	0.33118%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	30342	0.19601%
PhiX_read2_adapter	28928	0.18688%
pcr_dimer	25497	0.16471%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	23449	0.15148%
PCR_Primers	21115	0.13640%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	19317	0.12479%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	19149	0.12370%
TruSeq_Adapter_Index_27	18293	0.11817%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	13106	0.08467%
RNA_PCR_Primer_Index_35_(RPI35)	12388	0.08003%
TruSeq_Adapter_Index_15	11665	0.07536%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	11270	0.07280%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	10897	0.07039%
RNA_PCR_Primer_Index_43_(RPI43)	10455	0.06754%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	8594	0.05552%
RNA_PCR_Primer_Index_45_(RPI45)	8403	0.05428%
TruSeq_Adapter_Index_25	8203	0.05299%
RNA_PCR_Primer_Index_36_(RPI36)	7839	0.05064%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	7535	0.04868%
RNA_PCR_Primer_Index_44_(RPI44)	7371	0.04762%
TruSeq_Adapter_Index_8	7298	0.04715%
TruSeq_Adapter_Index_5	6661	0.04303%
RNA_PCR_Primer_Index_13_(RPI13)	6335	0.04092%
RNA_PCR_Primer_Index_34_(RPI34)	6300	0.04070%
RNA_PCR_Primer_Index_28_(RPI28)	6008	0.03881%
TruSeq_Adapter_Index_13	5916	0.03822%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	5706	0.03686%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	5494	0.03549%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	5373	0.03471%
RNA_PCR_Primer_Index_14_(RPI14)	5109	0.03300%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	5050	0.03262%
RNA_PCR_Primer_Index_33_(RPI33)	5012	0.03238%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	4885	0.03156%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	4663	0.03012%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	4460	0.02881%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	4451	0.02875%
RNA_PCR_Primer_Index_40_(RPI40)	4427	0.02860%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	4386	0.02833%
TruSeq_Adapter_Index_12	4301	0.02778%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	4268	0.02757%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	4189	0.02706%
TruSeq_Adapter_Index_10	4163	0.02689%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	4045	0.02613%
TruSeq_Adapter_Index_20	3872	0.02501%
TruSeq_Adapter_Index_19	3840	0.02481%
TruSeq_Adapter_Index_4	3824	0.02470%
RNA_PCR_Primer_Index_39_(RPI39)	3615	0.02335%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	3559	0.02299%
RNA_PCR_Primer_Index_32_(RPI32)	3556	0.02297%
RNA_PCR_Primer_Index_29_(RPI29)	3520	0.02274%
RNA_PCR_Primer_Index_27_(RPI27)	3518	0.02273%
TruSeq_Adapter_Index_3	3491	0.02255%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	3470	0.02242%
TruSeq_Adapter_Index_7	3441	0.02223%
RNA_PCR_Primer_Index_26_(RPI26)	3355	0.02167%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	3271	0.02113%
RNA_PCR_Primer_Index_15_(RPI15)	3233	0.02089%
