#File	results/reads/umis/116_MSI_R1.fastq.gz
#Total	10167072
#Matched	8851938	87.06477%
#Name	Reads	ReadsPct
QuantSeq FWD R1	6579384	64.71267%
RNA_Adapter_(RA3)_part_#_15013207	289814	2.85052%
Reverse_adapter	155617	1.53060%
I5_Nextera_Transposase_1	151425	1.48937%
TruSeq_Universal_Adapter	133498	1.31304%
RNA_Adapter_(RA5)_part_#_15013205	132954	1.30769%
Nextera_LMP_Read2_External_Adapter	128333	1.26224%
Stop_Oligo_(STP)_8	120995	1.19007%
QuantSeq r1adapter	120892	1.18905%
PhiX_read1_adapter	102267	1.00586%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	99594	0.97957%
I7_Nextera_Transposase_1	97873	0.96265%
I5_Adapter_Nextera	83241	0.81873%
Illumina 3p RNA Adapter	81139	0.79806%
Bisulfite_R2	78672	0.77379%
I5_Nextera_Transposase_2	53808	0.52924%
RNA_PCR_Primer_(RP1)_part_#_15013198	43870	0.43149%
I7_Nextera_Transposase_2	38263	0.37634%
I7_Adapter_Nextera_No_Barcode	33265	0.32718%
TruSeq_Adapter_Index_1_6	32194	0.31665%
Illumina Small RNA v1.5 3p Adapter	23262	0.22880%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	19201	0.18885%
pcr_dimer	14556	0.14317%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	14471	0.14233%
PhiX_read2_adapter	13180	0.12963%
PCR_Primers	11850	0.11655%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	10139	0.09972%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	9165	0.09014%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	9140	0.08990%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	8280	0.08144%
TruSeq_Adapter_Index_27	7096	0.06979%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	6313	0.06209%
RNA_PCR_Primer_Index_35_(RPI35)	6075	0.05975%
RNA_PCR_Primer_Index_43_(RPI43)	5539	0.05448%
RNA_PCR_Primer_Index_45_(RPI45)	5238	0.05152%
RNA_PCR_Primer_Index_36_(RPI36)	4318	0.04247%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	3778	0.03716%
TruSeq_Adapter_Index_15	3757	0.03695%
TruSeq_Adapter_Index_8	3628	0.03568%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	3500	0.03442%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	3279	0.03225%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	3241	0.03188%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	3172	0.03120%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	3047	0.02997%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	2997	0.02948%
RNA_PCR_Primer_Index_13_(RPI13)	2757	0.02712%
TruSeq_Adapter_Index_5	2745	0.02700%
TruSeq_Adapter_Index_13	2714	0.02669%
RNA_PCR_Primer_Index_28_(RPI28)	2666	0.02622%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	2521	0.02480%
TruSeq_Adapter_Index_25	2508	0.02467%
TruSeq_Adapter_Index_19	2488	0.02447%
TruSeq_Adapter_Index_20	2374	0.02335%
RNA_PCR_Primer_Index_40_(RPI40)	2310	0.02272%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	2299	0.02261%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	2286	0.02248%
RNA_PCR_Primer_Index_34_(RPI34)	2128	0.02093%
RNA_PCR_Primer_Index_44_(RPI44)	2124	0.02089%
TruSeq_Adapter_Index_12	2087	0.02053%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	1950	0.01918%
RNA_PCR_Primer_Index_14_(RPI14)	1945	0.01913%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	1913	0.01882%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	1893	0.01862%
RNA_PCR_Primer_Index_32_(RPI32)	1868	0.01837%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	1835	0.01805%
TruSeq_Adapter_Index_4	1811	0.01781%
RNA_PCR_Primer_Index_33_(RPI33)	1797	0.01767%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	1652	0.01625%
TruSeq_Adapter_Index_3	1628	0.01601%
RNA_PCR_Primer_Index_29_(RPI29)	1520	0.01495%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	1512	0.01487%
TruSeq_Adapter_Index_6	1466	0.01442%
RNA_PCR_Primer_Index_27_(RPI27)	1434	0.01410%
TruSeq_Adapter_Index_7	1393	0.01370%
TruSeq_Adapter_Index_9	1322	0.01300%
TruSeq_Adapter_Index_10	1293	0.01272%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	1279	0.01258%
RNA_PCR_Primer_Index_26_(RPI26)	1262	0.01241%
TruSeq_Adapter_Index_16	1250	0.01229%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	1211	0.01191%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1185	0.01166%
RNA_PCR_Primer_Index_46_(RPI46)	1158	0.01139%
RNA_PCR_Primer_Index_15_(RPI15)	1157	0.01138%
RNA_PCR_Primer_Index_39_(RPI39)	1118	0.01100%
TruSeq_Adapter_Index_11	1107	0.01089%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	1030	0.01013%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	1011	0.00994%
RNA_PCR_Primer_Index_19_(RPI19)	997	0.00981%
TruSeq_Adapter_Index_18_7	884	0.00869%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	882	0.00868%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	875	0.00861%
RNA_PCR_Primer_Index_47_(RPI47)	835	0.00821%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	803	0.00790%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	780	0.00767%
RNA_PCR_Primer_Index_38_(RPI38)	724	0.00712%
TruSeq_Adapter_Index_2	724	0.00712%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	716	0.00704%
RNA_PCR_Primer_Index_16_(RPI16)	688	0.00677%
TruSeq_Adapter_Index_21	684	0.00673%
RNA_PCR_Primer_Index_48_(RPI48)	682	0.00671%
RNA_PCR_Primer_Index_25_(RPI25)	675	0.00664%
RNA_PCR_Primer_Index_21_(RPI21)	638	0.00628%
TruSeq_Adapter_Index_14	619	0.00609%
TruSeq_Adapter_Index_23	577	0.00568%
RNA_PCR_Primer_Index_30_(RPI30)	571	0.00562%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	551	0.00542%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	551	0.00542%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	549	0.00540%
RNA_PCR_Primer_Index_37_(RPI37)	544	0.00535%
