#File	results/reads/umis/120_MSI_R1.fastq.gz
#Total	13994643
#Matched	10864909	77.63620%
#Name	Reads	ReadsPct
QuantSeq FWD R1	5625956	40.20078%
RNA_Adapter_(RA3)_part_#_15013207	598918	4.27962%
TruSeq_Universal_Adapter	362271	2.58864%
I5_Nextera_Transposase_1	345267	2.46714%
Stop_Oligo_(STP)_8	340372	2.43216%
RNA_Adapter_(RA5)_part_#_15013205	322083	2.30147%
Reverse_adapter	320378	2.28929%
Nextera_LMP_Read2_External_Adapter	297719	2.12738%
QuantSeq r1adapter	285634	2.04102%
PhiX_read1_adapter	284941	2.03607%
Illumina 3p RNA Adapter	237621	1.69794%
I5_Adapter_Nextera	216119	1.54430%
I7_Nextera_Transposase_1	200774	1.43465%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N701	189364	1.35312%
Bisulfite_R2	169983	1.21463%
I5_Nextera_Transposase_2	114533	0.81841%
I7_Nextera_Transposase_2	91840	0.65625%
RNA_PCR_Primer_(RP1)_part_#_15013198	90488	0.64659%
I7_Adapter_Nextera_No_Barcode	73905	0.52809%
TruSeq_Adapter_Index_1_6	67746	0.48409%
Illumina Small RNA v1.5 3p Adapter	63763	0.45562%
PhiX_read2_adapter	45158	0.32268%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]501	38395	0.27435%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	23819	0.17020%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N706	23475	0.16774%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N704	17220	0.12305%
pcr_dimer	15153	0.10828%
RNA_PCR_Primer_Index_35_(RPI35)	14906	0.10651%
TruSeq_Adapter_Index_27	14442	0.10320%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N710	14032	0.10027%
PCR_Primers	13619	0.09732%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	12137	0.08673%
RNA_PCR_Primer_Index_45_(RPI45)	11219	0.08017%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	10873	0.07769%
TruSeq_Adapter_Index_15	10830	0.07739%
RNA_PCR_Primer_Index_43_(RPI43)	10411	0.07439%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	10228	0.07309%
TruSeq_Adapter_Index_8	8300	0.05931%
RNA_PCR_Primer_Index_28_(RPI28)	7760	0.05545%
TruSeq_Adapter_Index_25	7499	0.05358%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	7390	0.05281%
RNA_PCR_Primer_Index_13_(RPI13)	7289	0.05208%
